Responses,Coding,Count,Pct
"('MCI', 'CN', 'CN', 'DEM', 'Unknown', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'CN', 'CN', 'DEM', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'DEM', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'DEM', 'MCI', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'Unknown', 'DEM', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'CN', 'CN', 'CN', 'MCI', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'MCI', 'DEM', 'CN', 'DEM', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'DEM', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'MCI', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'DEM', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'DEM', 'Unknown', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'DEM', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'CN', 'Unknown', 'MCI', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'MCI', 'CN', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'CN', 'CN', 'DEM', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'CN', 'MCI', 'CN', 'Unknown', 'Unknown', 'DEM', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'MCI', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'DEM', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'DEM', 'MCI', 'MCI', 'Unknown', 'DEM', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
