Responses,Coding,Count,Pct
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'Unknown', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'MCI', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'MCI', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'Unknown', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'CN', 'MCI', 'Unknown', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'Unknown', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'DEM', 'Unknown', 'CN', 'DEM', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'CN', 'Unknown', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'MCI', 'CN', 'Unknown', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'MCI', 'MCI', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'MCI', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'MCI', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'DEM', 'DEM', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'DEM', 'Unknown', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'Unknown', 'DEM', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('Unknown', 'DEM', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'MCI', 'DEM', 'CN', 'MCI')",cn_mci_dementia,1,0.0
